100	106
100	106
100	112
10	101
10	101
10	11
10	113
10	113
10	113
10	113
10	113
10	113
10	113
10	113
10	12
10	12
10	12
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	14
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	16
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	17
10	18
10	18
10	19
10	19
10	19
10	19
10	19
10	19
10	19
10	19
10	19
10	19
10	19
10	19
10	19
10	19
10	19
10	20
102	109
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	112
102	113
102	113
102	113
10	22
10	22
10	22
10	22
10	22
10	22
10	22
10	22
10	24
10	26
10	27
10	28
10	28
10	28
10	28
10	28
10	28
10	28
10	28
10	28
10	28
10	28
10	30
10	30
10	30
10	30
10	30
103	107
103	107
103	108
103	108
103	108
10	31
10	34
10	35
10	35
10	35
10	35
10	35
10	35
10	35
10	35
10	35
10	35
10	35
10	35
10	35
10	35
10	35
10	35
10	35
10	38
10	38
10	38
10	38
10	38
10	38
10	40
10	40
10	40
10	40
10	40
104	110
10	41
10	41
10	41
10	42
10	43
10	44
10	45
10	46
10	46
10	46
10	46
10	46
10	46
10	46
10	46
10	46
10	46
10	47
10	49
10	49
10	49
105	108
105	108
105	108
105	108
105	108
105	108
105	108
105	108
105	108
105	108
105	108
105	108
105	108
105	108
105	108
105	108
105	108
105	108
