983	1286
983	2035
983	132
983	108
983	558
983	1882
983	786
983	1829
983	433
983	2071
983	585
983	244
983	1828
983	1023
983	650
983	1115
983	1956
983	793
983	1397
983	2103
983	827
983	538
983	321
983	1165
983	476
983	1750
983	254
983	1848
983	682
983	237
983	1962
983	1603
983	37
983	25
983	1480
983	780
983	1171
983	1133
983	1954
983	1669
497	1036
1121	160
1628	777
35	1186
35	606
494	1962
33	1282
33	610
33	783
33	292
33	1815
33	1271
33	1879
33	668
33	1323
33	1537
716	526
716	1797
716	1721
716	634
716	41
716	27
716	2123
716	980
716	1871
716	1460
2035	859
2035	234
2035	25
3	999
1831	793
912	1337
972	25
1728	381
1605	1061
1605	1389
1605	771
1605	1631
1605	729
1605	2047
1605	51
1605	1515
2012	1072
2012	1774
2012	1672
2012	1952
2012	966
2012	1135
1314	48
1314	785
1314	336
1314	882
1314	388
1314	938
1314	1036
1314	582
895	920
1473	1690
1474	113
1474	180
1474	391
1474	544
1474	1939
1474	254
399	793
399	194
193	1620
193	933
193	254
2101	44
2101	793
2046	763
2046	1239
375	191
375	126
375	868
375	1667
375	2081
549	2098
1405	1684
1405	520
1405	801
1405	1138
1405	633
1405	993
1405	1680
1405	922
315	1269
1740	763
1764	1743
1764	762
1764	612
1764	210
1764	804
1764	1924
1764	1965
1764	887
1764	147
1764	591
1764	2043
1764	45
1764	507
1764	658
1764	346
1764	1900
1764	178
1764	547
1764	401
1764	1974
1764	723
1764	1527
1764	1362
1764	295
1764	1368
1764	727
1764	510
1764	977
1764	268
1764	379
1764	414
1764	106
1764	644
1764	1738
1764	277
1764	1638
1764	760
1764	566
2093	1690
891	334
1698	1447
1134	1829
2115	1131
1346	1323
1883	1624
1883	623
1883	1432
1883	1625
1883	2022
1883	1856
1883	2109
1883	311
1883	1583
1883	1496
1883	773
1883	742
1883	965
1883	403
1883	855
1883	2001
1883	1208
1883	114
1883	355
1883	1546
1883	481
1883	1839
1883	847
1883	1399
1883	2095
1883	164
1883	175
1883	1678
1883	775
1883	124
1883	348
1883	78
1883	36
1883	915
1883	2058
1883	1222
1883	910
1883	948
1883	161
1883	645
1883	1394
1883	1968
1883	970
1883	2111
1883	13
1883	2089
1883	1249
1883	6
1883	283
1883	2010
1883	2059
1883	142
1883	833
1883	1711
1883	1676
1883	830
1883	858
1883	1534
1883	2011
1883	1938
1883	1227
1883	639
1883	1651
1883	1742
1883	1843
1188	1415
1188	183
1188	1927
1188	1391
1188	2004
99	1081
99	763
99	1421
99	1673
99	661
99	670
99	679
99	974
99	554
99	573
99	1759
99	1703
429	101
1661	173
1661	1855
1661	1614
1661	1908
1661	1341
1661	1875
1661	940
1661	276
1661	464
1661	93
1661	552
1661	236
1661	1180
1661	726
1661	1929
1661	963
1661	85
1661	669
1661	1517
1661	782
1661	1755
1661	66
1661	712
1661	1193
1661	1933
1661	1299
1661	700
149	1870
149	328
149	1384
149	1842
149	752
149	11
149	672
149	1928
149	1611
149	1779
149	1439
149	1504
149	870
149	736
149	1723
149	2133
304	794
304	1683
304	296
304	254
304	418
304	223
304	1667
304	669
191	737
191	1374
191	788
191	1434
191	1634
191	151
218	1068
340	1258
340	1954
1412	233
1412	2127
1412	129
1412	1667
1452	793
705	1323
364	654
364	667
62	2068
62	102
62	793
62	1397
62	480
62	91
62	835
62	141
718	845
718	660
718	825
718	1498
718	1010
718	198
718	1991
718	1492
718	1874
718	266
718	2039
718	572
718	10
718	1323
718	1177
718	1110
718	1834
718	907
718	1771
718	205
718	947
718	457
718	2009
1664	1728
1664	1829
1664	364
1664	1612
1664	2128
1664	404
1664	1653
1664	825
1664	674
1664	1715
1664	1608
1664	650
1664	854
1664	196
1664	839
1664	853
1664	793
1664	2047
1664	765
1664	363
1664	978
1664	521
1664	1068
1664	1240
1664	1762
1664	1734
1664	848
1664	2064
1664	534
1664	254
1664	932
1664	1166
1664	1433
1664	1696
1664	829
1664	1717
1664	1962
1664	968
1664	185
1664	1152
1664	1408
1664	880
1664	1358
1664	1278
1664	1978
1664	994
1664	1686
1664	1491
1664	1836
203	793
1800	1061
1800	746
1800	1247
1800	693
1800	2047
1800	1471
1800	521
1800	822
1800	1623
1800	1149
1800	1482
1800	25
1800	973
1800	112
1426	1318
1640	1747
1640	307
1640	1868
1640	1549
1441	2028
1333	249
1333	594
976	101
976	90
1881	1286
1881	738
1881	1777
1881	1599
1881	1225
1881	1151
1881	892
1881	1318
1881	1302
1881	1156
1881	1959
1881	98
1881	1209
1881	2034
1881	715
1881	1054
1881	2025
1881	1118
1881	428
1881	1366
1881	1375
1881	1971
1881	474
1881	774
1881	982
1881	1967
1881	1555
1881	696
951	685
1186	1286
1186	1891
1186	2008
1186	1713
1186	861
1186	349
1186	1221
1186	225
1186	1276
1186	280
1186	165
1186	1281
1186	956
1186	969
1186	1289
1186	1153
1186	1183
1186	174
1186	1578
1186	1449
1186	860
1186	2000
1186	1566
1186	328
1186	1083
1186	422
1186	793
1186	430
1186	1450
1186	1960
1186	1302
1186	1047
1186	367
1186	597
1186	1073
1186	1086
1186	2114
1186	511
1186	121
1186	1301
1186	1277
1186	1874
1186	143
1186	2034
1186	2076
1186	2088
1186	1119
1186	659
1186	332
1186	1343
1186	1170
1186	438
1186	1331
1186	2137
1186	2005
1186	1545
1186	1085
1186	2124
1186	1245
1186	110
1186	600
1186	1142
1186	1603
1186	1995
1186	1769
1186	310
1186	1840
1186	154
1186	1784
1186	530
1186	1481
1186	71
1186	1945
1186	1692
1186	1034
1186	1532
1186	1766
1186	1411
1186	834
1186	1051
1186	1812
1186	1479
